book,episode,plant_index,fact,plant_in_act,payoff_in_act,bridging_language,plant_landed,plant_keyword_hits,payoff_class,payoff_overlap,payoff_common_tokens,best_matching_sentence,arc_plan_path,spoken_script_path
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-1,3,Pakistan's power lay partly in its vagueness,3,7,"As long as Pakistan was a promise, it could mean anything. The moment Mountbatten forced it onto a map, someone had to lose Lahore, Calcutta, or both.",True,4/4,semantic,0.417,5,"As long as Pakistan was a promise, it could mean anything.",.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-1/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-1,4,"Punjab is the Sikh homeland, and Sikhs have a soldierly tradition disproportionate to their numbers",1,6,"Those details from the opening now matter: this was not just any province. It was a homeland full of people trained to think in terms of defense, honor, and retaliation.",True,5/8,semantic,0.643,9,"It is a homeland full of people trained to think in terms of defense, honor, and retaliation.",.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-1/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-1,5,"Nehru's remark that if the government proved strong, 'the League's movement would go down'",2,5,"The weak government Nehru had shrugged at did not steady the country. Once the League entered it, the whole machine began to seize from the inside.",True,6/9,semantic,0.429,6,"Once the League enters it, the whole machine begins to seize from the inside.",.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-1/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-1,6,The Aga Khan's warning that the bitterness being stirred up would be paid for 'a hundred percent',3,5,That old warning about bitterness being paid in full was no longer theoretical. It was being collected village by village.,True,5/7,semantic,0.778,7,That old warning about bitterness being paid in full is no longer theoretical.,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-1/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-2,1,The 15 August deadline and the image of Raj officials counting down on wall calendars,1,4,Those calendar pages were gone now. The border still wasn't there.,True,5/7,exact,0.667,4,Those calendar pages were gone now.,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-2,2,Brendon effectively green-lighting armed Meo self-defense and Nehru's conclusion that British officials no longer meant to keep order,1,5,"Remember Gurgaon, where even the custodians of order had started talking like partisans.",True,13/15,exact,1.0,9,"Remember Gurgaon, where even the custodians of order had started talking like partisans.",.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-2,3,"Mountbatten saying of Sikh and Muslim demands, ""I am no magician""",2,4,"He had said he was no magician. But by August, everyone was demanding a miracle from an invisible line.",True,6/6,semantic,0.75,6,"But by August, everyone would be demanding a miracle from an invisible line.",.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-2,4,Arrest and authority no longer meaning much in Punjab because release was expected after independence,2,5,"By now, the old warning was coming true: arrest no longer meant order.",True,9/9,semantic,1.0,7,But the old warning was coming true: arrest no longer meant order.,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-2,5,Jinnah rejecting the shared governor-general,3,5,"The moment he refused a figure above the divide, there would be no one left to speak for both Punjabs.",True,4/5,semantic,1.0,8,"The moment Jinnah refused a figure above the divide, there would be no one left to speak for both Punjabs.",.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-2,6,Nehru's 3 June appeal to bury bitterness and end the shameful violence,1,6,"Remember Nehru asking the country to bury its bitterness. In Delhi now, bitterness was running the streets.",True,7/7,exact,0.667,6,Remember Nehru asking the country to bury its bitterness.,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-2,7,Jinnah's early Pakistani pledge that religion would have nothing to do with the business of the state,4,6,"Only days after promising equal citizenship, Pakistan's leaders were receiving trainloads of proof that equal citizenship was already collapsing on the ground.",True,7/8,exact,1.0,11,"Only days after promising equal citizenship, Pakistan’s leaders were receiving trainloads of proof that equal citizenship was already collapsing on the ground.",.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-2,8,The Boundary Force that looked powerful on paper but was starved in practice,4,5,The force that was supposed to hold the border existed mostly on paper. Punjab was being left to the men with the faster feet and the sharper blades.,True,5/7,weak,0.231,3,Now even the force meant to hold the border together was effectively finished.,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-2/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-3,1,Nehru's offer of a 'free and fair plebiscite' during the Junagadh argument,1,5,Remember the principle Nehru offered so readily over Junagadh; in Kashmir it becomes the promise both sides invoke and neither is prepared to trust.,True,5/7,semantic,0.462,6,Remember the principle Nehru offered so readily over Junagadh.,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-3,2,British commanders refuse to let British officers lead one dominion's forces against the other,1,4,The same imperial brake that stopped Patel in Junagadh now stops Jinnah in Kashmir—and pushes both sides toward irregular war instead.,True,8/9,semantic,0.571,8,The same imperial brake that stopped Patel in Junagadh now stopped Jinnah in Kashmir.,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-3,3,K. H. Khurshid as the young reporter who once rowed gossip to Jinnah on Dal Lake,2,3,That boatman-turned-aide comes back with more than gossip this time; he brings the bleak report that force may be Pakistan's only path into Kashmir.,True,8/8,semantic,0.429,6,That boatman-turned-aide would come back with more than gossip this time.,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-3,4,Patel had once been willing to let Kashmir go to Pakistan,2,4,Junagadh changed Patel's arithmetic; the man once ready to yield Kashmir is now tearing seats out of planes to hold it.,True,5/5,semantic,0.5,6,The man once prepared to let Kashmir go was now tearing seats out of planes to hold it.,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-3,5,"Jinnah says, 'Don't tell me anything about it. My conscience must be clear.'",3,7,"The conscience Jinnah tried to keep clear is no longer protected by ambiguity; by spring, formed Pakistani units are in the war.",True,6/8,semantic,0.667,8,The conscience Jinnah had tried to keep clear was no longer protected by ambiguity.,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-3,6,Gandhi presses the cabinet to release Pakistan's funds and calls starving Pakistan dishonorable,6,6,"The old man who tried to force one last moral accounting in Delhi will be dead within days, and the state he tried to steady will harden without him.",True,8/10,weak,0.167,2,"Nehru demanded that Baramulla be retaken at “every cost and every consequence,” and within three days.",.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-3,7,Menon is already thinking beyond Junagadh to Hyderabad,1,7,"That second map point Menon had in mind all along—Hyderabad—now returns at full scale, with smugglers, ultimatums, and armor.",True,5/5,semantic,0.667,8,"That second map point Menon had in mind all along, Hyderabad, was now returning at full scale.",.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_script.json
midnight-s-furies-the-deadly-legacy-of-india-s-partition,episode-3,8,"Reports of weapons delayed, diverted, or stuck in depots",4,6,"The paperwork and sabotage that delayed arms at the start come back in darker form, with guns allegedly disappearing toward RSS men in Jammu.",True,5/6,semantic,0.571,8,The paperwork and sabotage that had delayed arms at the start came back in darker form.,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/midnight-s-furies-the-deadly-legacy-of-india-s-partition/episode-3/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-1,1,Fraser's bloodstain beneath the throne,1,4,"Remember that blood on the audience-hall floor: the pageantry was never covering peace, only delayed collapse.",True,2/4,semantic,0.545,6,"The pageantry had never been covering peace, only delayed collapse.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-1,2,The Koh-i-Nur returned from obscurity and worn again by Shuja,1,4,The same diamond that had flashed on Shuja's wrist would now become the price of his freedom.,True,3/5,semantic,0.875,7,The same diamond that had flashed on his wrist in Peshawar would now become the price of his freedom.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-1,3,Timur Shah leaves twenty-four sons and a culture of succession by mutilation,2,7,This was the inheritance of those twenty-four sons: a throne everyone could claim and almost no one could hold.,True,7/9,weak,0.3,3,"But when he died, he left twenty-four sons.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-1,4,"Shuja spared Shah Mahmoud because ""forgiveness was sweeter than revenge""",3,3,The brother he had spared was now coming back with allies and an army.,True,8/8,semantic,0.833,5,The brother he had spared was now coming back with an army.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-1,5,"Payindah Khan's surviving sons are a ""hornet's nest,"" especially Fatteh Khan and the young Dost Mohammad",3,6,One of those boys from the hornet's nest had grown into the man Burnes thought Britain should trust.,True,10/12,semantic,1.0,9,But one of those boys from the hornet’s nest had now grown into the man Burnes thought Britain should trust.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-1,6,Afghan authority often reaches only as far as the ruler's moving camp,3,7,"The army looked enormous on paper, but in Afghanistan numbers meant little once the camp itself began to dissolve.",True,6/7,semantic,0.692,9,"In Afghanistan, numbers meant little once the camp itself began to dissolve.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-1,7,Claude Wade builds an intelligence web while keeping Shah Shuja close in Ludhiana,5,7,The hidden hand from Ludhiana would not stay hidden for long.,True,7/9,exact,1.0,5,The hidden hand from Ludhiana would not stay hidden for long.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-1,8,Burnes judges Dost Mohammad the effective ruler and Shuja a weak alternative,6,7,"Burnes had seen the future in Kabul, but policy chose to bet on the past.",True,5/9,exact,0.571,4,Burnes had seen the future in Kabul.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-1/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-2,1,"The mysterious envoy first appears under the alias ""Omar Beg"" after Rawlinson spots Cossack-dressed horsemen.",2,5,"Remember the desert stranger Rawlinson met as Omar Beg. Now he is in Kabul without the disguise, and Burnes can finally see what that road encounter really meant.",True,9/11,semantic,0.615,8,"Now he was in Kabul without the disguise, and Burnes could finally see what that road encounter had really meant.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-2,2,Blaramberg thinks Vitkevitch is fitted to play in Asia the role of Alexander Burnes.,2,5,"Blaramberg had called him Russia's answer to Burnes. In Kabul, the comparison is no longer metaphorical.",True,8/9,semantic,0.556,5,Blaramberg had called Vitkevitch Russia’s answer to Burnes.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-2,3,"Burnes arrives with almost no diplomatic splendor—""just a pistol and a telescope for Dost Mohammad.""",3,5,"Burnes had come with a pistol and a telescope. Vitkevitch arrives with rarities, promises, and money.",True,8/9,semantic,0.444,4,Burnes had come with a pistol and a telescope.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-2,4,"Peshawar is the one question that matters most to Dost Mohammad, bound up with his izzat.",3,5,And now the question everything hinged on—Peshawar—returns in the worst possible form.,True,7/7,semantic,0.875,7,"And now the question everything hinged on, Peshawar, returned in the worst possible form.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-2,5,Macnaghten and Wade distrust Burnes's reading of Dost Mohammad and prefer Shah Shuja as the alternative.,4,6,"What had been an office theory in Calcutta now becomes policy: if Dost Mohammad will not bend, Shah Shuja will be brought back instead.",True,9/11,semantic,0.615,8,"If Dost Mohammad would not bend, Shah Shuja would be brought back instead.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-2,6,Herat is treated by Burnes as the strategic clock everyone else is ignoring.,4,5,The siege Burnes kept warning about is exactly what gives Russian promises their force.,True,7/8,semantic,0.5,5,That was the siege Burnes kept warning about.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-2/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-3,1,"Shah Shuja was supposed to return with his own army, but ""he had none.""",1,5,The problem from the very beginning was back: this was still a king being carried by other people's bayonets.,True,6/6,semantic,0.625,5,This was still a king being carried by other people's bayonets.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-3,2,"By Ferozepur, the Persians had lifted the siege of Herat and the original casus belli had faded.",1,5,"Remember, the emergency that justified this war had already evaporated. And yet now the British were deciding not to leave, but to remain.",True,6/9,semantic,0.5,4,And remember this: the emergency that had justified the war had already evaporated.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-3,3,"Mehrab Khan's question: ""you have brought an army in — how do you mean to take it out again?""",3,7,"Mehrab Khan had asked the question nobody could answer. By Kabul, it hung over the whole victory.",True,8/8,exact,0.6,6,"Then, as Burnes left, Mehrab Khan asked the question nobody could answer.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-3,4,Shuja's letters to tribal chiefs mostly received only silence.,3,4,"After weeks of silence, at last one of the Shah's letters seemed to speak back.",True,6/7,exact,1.0,8,"After weeks of silence, at last one of the Shah's letters seemed to speak back.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-3,5,"Haji Khan Kakar was remembered as a broker who could ""mix poison with sugar.""",4,5,"That was the trouble with men who mixed poison with sugar: they could sweeten a surrender, but not secure a kingdom.",True,7/7,semantic,0.5,4,But that was the trouble with men who mixed poison with sugar.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-3,6,The warning that nothing is more dangerous than overconfidence in one's own institutions and the urge to transplant them into unfamiliar soil.,6,7,The warning had not been about Ghazni alone. It was about what came after a victory like this.,True,9/11,exact,0.571,4,The warning had not been about Ghazni alone.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-3/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-4,1,"Shah Shuja's return looked ""less like a royal entry than a funeral procession.""",2,3,"Remember how the city greeted its restored king: not with cheers, but with the silence of a funeral.",True,9/9,exact,1.0,8,"Remember how the city greeted its restored king: not with cheers, but with the silence of a funeral.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-4,2,"Lord Melbourne's verdict that Macnaghten was ""the real king of Afghanistan.""",2,7,"That old joke from London — that Macnaghten, not Shuja, was the real king — is no longer a joke now that Shuja is being abandoned without even being consulted.",True,6/7,semantic,1.0,10,"That old joke from London, that Macnaghten and not Shuja was the real king, is no longer a joke now that Shuja is being abandoned without even being consulted.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-4,3,"The cantonment was exposed, overlooked, and the main stores were left outside in a detached fort.",3,6,"This is the weakness men had pointed to from the start: not just bad walls, but food and ammunition sitting outside the walls altogether.",True,9/9,semantic,1.0,9,"This was the weakness men had pointed to from the start: not just bad walls, but food and ammunition sitting outside the walls altogether.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-4,4,"Mir Haji, Mir Masjidi, and the alienation of shrine and ulema networks.",3,7,The men the regime should have kept closest are now the men turning discontent into holy war.,True,6/6,semantic,0.5,3,The men the regime should have kept closest were now the men it was driving away.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-4,5,Mir Masjidi was nearly reconciled before British violence destroyed his fort and family.,4,7,Remember the Kohistan chief the British made their enemy forever — now his men are on the heights above Kabul.,True,7/8,semantic,0.7,7,Remember the Kohistan chief the British had made their enemy forever.,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-4,6,Akbar Khan is absent early on but tied by family to the subsidy-hit eastern chiefs.,5,7,The son who had been offstage is suddenly at the center — and he arrives already connected to the men Britain has just chosen to insult.,True,8/9,semantic,0.875,7,"The son who had long been offstage was suddenly at the center, and he arrived already connected by family to the men Britain had just chosen to insult.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_script.json
return-of-a-king-the-battle-for-afghanistan,return-of-a-king-the-battle-for-afghanistan-episode-4,7,Burnes as both genial public favorite and subject of Kabul's corrosive sexual gossip.,3,6,"In Kabul, rumor had already done some of the rebels' work before a single shot was fired at Burnes's house.",True,6/9,exact,1.0,10,"In Kabul, rumor had already done some of the rebels’ work before a single shot was fired at Burnes’s house.",.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/return-of-a-king-the-battle-for-afghanistan/return-of-a-king-the-battle-for-afghanistan-episode-4/spoken_script.json
